PeakID (cmd=annotatePeaks.pl results/filtered_reproducible_peaks.bed mm10 -gtf results/m39_gene_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr2-1208	chr2	120323787	120323955	+	1	NA	intron (ENSMUST00000239364.2, intron 10 of 22)	protein_coding-intron (ENSMUST00000028748.14, intron 9 of 20)	-1403	ENSMUST00000239291.2	ENSMUSG00000079110	ENSMUST00000151342			Capn3			protein_coding
chr13-4	chr13	63283923	63284091	+	1	NA	intron (ENSMUST00000222907.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000091560.11, intron 4 of 14)	2142	ENSMUST00000223302.2	ENSMUSG00000113257	ENSMUST00000223302			Gm30409			lncRNA
chr10-90	chr10	14187811	14187979	+	1	NA	intron (ENSMUST00000219975.2, intron 1 of 2)	lncRNA-intron (ENSMUST00000218016.2, intron 1 of 2)	-1757	ENSMUST00000193951.2	ENSMUSG00000102229	ENSMUST00000193951			Gm37299			TEC
chr2-961	chr2	79084404	79084572	+	1	NA	Intergenic	Intergenic	-1282	ENSMUST00000155105.2	ENSMUSG00000027009	ENSMUST00000155105			Itga4			protein_coding
chr14-594	chr14	63410193	63410361	+	1	NA	intron (ENSMUST00000224625.2, intron 3 of 9)	protein_coding-intron (ENSMUST00000054963.10, intron 1 of 7)	4965	ENSMUST00000054963.10	ENSMUSG00000021273	ENSMUST00000224625			Fdft1			protein_coding
chr9-206	chr9	54534640	54534789	+	1	NA	intron (ENSMUST00000034822.12, intron 5 of 13)	protein_coding-intron (ENSMUST00000034822.12, intron 5 of 13)	15728	ENSMUST00000138315.2	ENSMUSG00000032281	ENSMUST00000132914			Acsbg1			protein_coding
chr4-352	chr4	137027685	137027853	+	1	NA	TTS (ENSMUST00000045747.5)	protein_coding-TTS (ENSMUST00000045747.5)	22969	ENSMUST00000045747.5	ENSMUSG00000036856	ENSMUST00000045747			Wnt4			protein_coding
chr3-484	chr3	100676598	100676766	+	1	NA	Intergenic	Intergenic	-16362	ENSMUST00000242805.1	ENSMUSG00000120363	ENSMUST00000242805			Gm56814			lncRNA
chr15-527	chr15	12750145	12750313	+	1	NA	Intergenic	Intergenic	7321	ENSMUST00000227559.2	ENSMUSG00000115201	ENSMUST00000227559			Gm49276			processed_pseudogene
chr8-237	chr8	92058291	92058459	+	1	NA	intron (ENSMUST00000136802.8, intron 1 of 6)	protein_coding-intron (ENSMUST00000069718.15, intron 1 of 8)	18133	ENSMUST00000166548.9	ENSMUSG00000055932	ENSMUST00000128081			Fto			protein_coding
chr10-249	chr10	116576002	116576170	+	1	NA	TTS (ENSMUST00000218193.2)	lncRNA-TTS (ENSMUST00000218193.2)	10928	ENSMUST00000218193.2	ENSMUSG00000112924	ENSMUST00000218193			4930579P08Rik			lncRNA
chr2-1418	chr2	173891897	173892065	+	1	NA	Intergenic	Intergenic	-2915	ENSMUST00000120334.2	ENSMUSG00000082519	ENSMUST00000120334			Vamp7-ps			processed_pseudogene
chr11-613	chr11	109559030	109559198	+	1	NA	exon (ENSMUST00000049527.7, exon 11 of 11)	protein_coding-exon (ENSMUST00000049527.7, exon 11 of 11)	2344	ENSMUST00000155532.2	ENSMUSG00000020612	ENSMUST00000049527			Prkar1a			protein_coding
chr16-680	chr16	30260074	30260242	+	1	NA	Intergenic	Intergenic	-11248	ENSMUST00000231864.2	ENSMUSG00000116960	ENSMUST00000231864			Gm49679			processed_pseudogene
chr1-262	chr1	66980103	66980271	+	1	NA	intron (ENSMUST00000160100.2, intron 2 of 4)	protein_coding-intron (ENSMUST00000027151.12, intron 1 of 6)	4115	ENSMUST00000027151.12	ENSMUSG00000061816	ENSMUST00000186202			Myl1			protein_coding
chr13-116	chr13	30170538	30170706	+	1	NA	promoter-TSS (ENSMUST00000102948.11)	protein_coding-promoter-TSS (ENSMUST00000102948.11)	-576	ENSMUST00000102948.11	ENSMUSG00000016477	ENSMUST00000221536			E2f3			protein_coding
chr11-108	chr11	80403234	80403402	+	1	NA	intron (ENSMUST00000041065.14, intron 21 of 21)	protein_coding-intron (ENSMUST00000041065.14, intron 21 of 21)	-3386	ENSMUST00000133400.2	ENSMUSG00000085078	ENSMUST00000133400			C030013C21Rik			lncRNA
chr19-494	chr19	43683938	43684106	+	1	NA	intron (ENSMUST00000144314.2, intron 3 of 8)	protein_coding-intron (ENSMUST00000081079.6, intron 3 of 12)	5743	ENSMUST00000144314.2	ENSMUSG00000025192	ENSMUST00000081079			Entpd7			protein_coding
chr9-831	chr9	34259865	34260033	+	1	NA	Intergenic	Intergenic	-110528	ENSMUST00000216503.2	ENSMUSG00000110925	ENSMUST00000216503			Gm47858			lncRNA
chr5-1194	chr5	73405812	73405980	+	1	NA	intron (ENSMUST00000148433.8, intron 1 of 11)	protein_coding-intron (ENSMUST00000101127.12, intron 1 of 62)	7872	ENSMUST00000148433.8	ENSMUSG00000070733	ENSMUST00000202806			Fryl			protein_coding
chr17-688	chr17	44522748	44522912	+	1	NA	intron (ENSMUST00000024755.7, intron 1 of 5)	protein_coding-intron (ENSMUST00000024755.7, intron 1 of 5)	23359	ENSMUST00000024755.7	ENSMUSG00000023959	ENSMUST00000024755			Clic5			protein_coding
chr4-57	chr4	102368818	102368965	+	1	NA	intron (ENSMUST00000106911.8, intron 7 of 16)	protein_coding-intron (ENSMUST00000106904.9, intron 5 of 14)	41297	ENSMUST00000133632.2	ENSMUSG00000028525	ENSMUST00000106901			Pde4b			protein_coding
chr9-736	chr9	6408081	6408249	+	1	NA	Intergenic	Intergenic	-138319	ENSMUST00000051706.6	ENSMUSG00000047619	ENSMUST00000051706			Ddi1			protein_coding
chr3-600	chr3	107917726	107917894	+	1	NA	Intergenic	Intergenic	2822	ENSMUST00000198532.2	ENSMUSG00000058135	ENSMUST00000004140			Gstm1			protein_coding
chr13-298	chr13	40335346	40335514	+	1	NA	intron (ENSMUST00000224909.2, intron 7 of 17)	protein_coding-intron (ENSMUST00000054635.8, intron 8 of 18)	106057	ENSMUST00000224909.2	ENSMUSG00000047094	ENSMUST00000054635			Ofcc1			protein_coding
chr2-1323	chr2	71482834	71483002	+	1	NA	Intergenic	Intergenic	-66764	ENSMUST00000245331.1	ENSMUSG00000064263	ENSMUST00000244182			Platr26			lncRNA
chr2-50	chr2	62155882	62156050	+	1	NA	TTS (ENSMUST00000155219.8)	protein_coding-TTS (ENSMUST00000155219.8)	8232	ENSMUST00000156534.2	ENSMUSG00000026904	ENSMUST00000149527			Slc4a10			protein_coding
chr19-485	chr19	37357240	37357405	+	1	NA	Intergenic	Intergenic	7392	ENSMUST00000246911.1	ENSMUSG00000121027	ENSMUST00000246911			Gm56673			lncRNA
chr9-203	chr9	40369983	40370151	+	1	NA	intron (ENSMUST00000119373.9, intron 1 of 20)	protein_coding-intron (ENSMUST00000119373.9, intron 1 of 20)	-3007	ENSMUST00000045682.7	ENSMUSG00000040111	ENSMUST00000119373			Gramd1b			protein_coding
chr4-699	chr4	83227381	83227549	+	1	NA	intron (ENSMUST00000102823.10, intron 1 of 19)	protein_coding-intron (ENSMUST00000030205.14, intron 1 of 6)	14961	ENSMUST00000030205.14	ENSMUSG00000038172	ENSMUST00000030205			Ttc39b			protein_coding
chr4-657	chr4	154090918	154091083	+	1	NA	intron (ENSMUST00000183790.2, intron 12 of 14)	protein_coding-intron (ENSMUST00000047497.15, intron 21 of 21)	-5188	ENSMUST00000169622.8	ENSMUSG00000029028	ENSMUST00000167947			Lrrc47			protein_coding
chr11-496	chr11	5153134	5153294	+	1	NA	intron (ENSMUST00000020662.15, intron 5 of 8)	protein_coding-intron (ENSMUST00000020662.15, intron 5 of 8)	35234	ENSMUST00000151978.2	ENSMUSG00000020393	ENSMUST00000151978			Kremen1			protein_coding
chr2-1044	chr2	57146575	57146743	+	1	NA	intron (ENSMUST00000148991.2, intron 1 of 5)	protein_coding-intron (ENSMUST00000028167.3, intron 1 of 16)	-8488	ENSMUST00000124689.8	ENSMUSG00000026827	ENSMUST00000124689			Gpd2			protein_coding
chr12-726	chr12	29191220	29191388	+	1	NA	promoter-TSS (ENSMUST00000222225.2)	lncRNA-promoter-TSS (ENSMUST00000222225.2)	-624	ENSMUST00000222225.2	ENSMUSG00000113986	ENSMUST00000220554			Gm31333			lncRNA
chr6-282	chr6	108642679	108642847	+	1	NA	TTS (ENSMUST00000204550.2)	protein_coding-TTS (ENSMUST00000204550.2)	2756	ENSMUST00000204550.2	ENSMUSG00000030103	ENSMUST00000166346			Bhlhe40			protein_coding
chr9-1039	chr9	67269916	67270053	+	1	NA	exon (ENSMUST00000039662.9, exon 14 of 58)	protein_coding-exon (ENSMUST00000039662.9, exon 14 of 58)	-32055	ENSMUST00000217550.2	ENSMUSG00000052698	ENSMUST00000216799			Tln2			protein_coding
chr12-61	chr12	72701551	72701719	+	1	NA	intron (ENSMUST00000221750.2, intron 4 of 6)	protein_coding-intron (ENSMUST00000021512.11, intron 4 of 6)	-5200	ENSMUST00000208307.2	ENSMUSG00000109482	ENSMUST00000222413			Dhrs7l			protein_coding
chr17-769	chr17	28689276	28689444	+	1	NA	intron (ENSMUST00000233102.2, intron 1 of 10)	protein_coding-intron (ENSMUST00000079413.11, intron 1 of 10)	-9291	ENSMUST00000233091.2	ENSMUSG00000117294	ENSMUST00000233091			Gm49839			TEC
chr4-1171	chr4	82680713	82680881	+	1	NA	Intergenic	Intergenic	-56810	ENSMUST00000155821.2	ENSMUSG00000008575	ENSMUST00000152588			Nfib			protein_coding
chr8-707	chr8	111430506	111430674	+	1	NA	intron (ENSMUST00000212766.2, intron 14 of 14)	protein_coding-intron (ENSMUST00000034190.11, intron 14 of 18)	-17518	ENSMUST00000052457.15	ENSMUSG00000033763	ENSMUST00000149273			Mtss2			protein_coding
chr2-756	chr2	35161987	35162155	+	1	NA	intron (ENSMUST00000201185.4, intron 2 of 17)	protein_coding-intron (ENSMUST00000139867.5, intron 2 of 5)	-8331	ENSMUST00000202212.2	ENSMUSG00000106961	ENSMUST00000202212			Gm43128			TEC
chr13-208	chr13	107214665	107214833	+	1	NA	intron (ENSMUST00000245537.1, intron 2 of 2)	lncRNA-intron (ENSMUST00000224729.2, intron 2 of 3)	14546	ENSMUST00000224729.2	ENSMUSG00000114311	ENSMUST00000245537			Gm31452			lncRNA
chr15-409	chr15	99232403	99232571	+	1	NA	intron (ENSMUST00000140368.2, intron 2 of 5)	protein_coding-intron (ENSMUST00000081224.14, intron 4 of 24)	1121	ENSMUST00000140368.2	ENSMUSG00000023008	ENSMUST00000088233			Fmnl3			protein_coding
chr11-216	chr11	4051936	4052098	+	1	NA	intron (ENSMUST00000132421.8, intron 5 of 5)	protein_coding-intron (ENSMUST00000003681.8, intron 11 of 11)	-5738	ENSMUST00000119801.2	ENSMUSG00000082364	ENSMUST00000119801			Gm11955			processed_pseudogene
chr3-609	chr3	123824659	123824827	+	1	NA	Intergenic	Intergenic	-45990	ENSMUST00000118055.3	ENSMUSG00000081939	ENSMUST00000118055			Gm15399			processed_pseudogene
chr2-851	chr2	66426652	66426820	+	1	NA	intron (ENSMUST00000141603.3, intron 1 of 2)	protein_coding-intron (ENSMUST00000100063.9, intron 1 of 27)	-6123	ENSMUST00020182795.1	ENSMUSG00002075707	ENSMUST00020182795			Gm55494			misc_RNA
chr9-248	chr9	74927956	74928124	+	1	NA	intron (ENSMUST00000215370.2, intron 10 of 12)	protein_coding-intron (ENSMUST00000081746.7, intron 9 of 11)	-16856	ENSMUST00000168166.8	ENSMUSG00000007656	ENSMUST00000170308			Arpp19			protein_coding
chr2-14	chr2	84580575	84580743	+	1	NA	Intergenic	Intergenic	6426	ENSMUST00000244175.1	ENSMUSG00000120560	ENSMUST00000244175			Gm57423			lncRNA
chr4-690	chr4	58170537	58170705	+	1	NA	intron (ENSMUST00000149152.8, intron 3 of 4)	protein_coding-intron (ENSMUST00000042850.9, intron 3 of 47)	35975	ENSMUST00000042850.9	ENSMUSG00000028369	ENSMUST00000128783			Svep1			protein_coding
chr17-720	chr17	71449167	71449335	+	1	NA	Intergenic	Intergenic	-2282	ENSMUST00000233463.2	ENSMUSG00000117315	ENSMUST00000233463			1600022D10Rik			lncRNA
chr8-572	chr8	11744083	11744251	+	1	NA	exon (ENSMUST00000209673.2, exon 1 of 1)	processed_pseudogene-exon (ENSMUST00000209673.2, exon 1 of 1)	317	ENSMUST00000209673.2	ENSMUSG00000110177	ENSMUST00000209673			Gm6524			processed_pseudogene
chr5-578	chr5	111385297	111385465	+	1	NA	intron (ENSMUST00000156290.9, intron 12 of 22)	protein_coding-intron (ENSMUST00000040111.10, intron 13 of 23)	2200	ENSMUST00000129017.2	ENSMUSG00000033209	ENSMUST00000156290			Ttc28			protein_coding
chr13-845	chr13	55897564	55897709	+	1	NA	intron (ENSMUST00000124968.8, intron 2 of 3)	protein_coding-intron (ENSMUST00000021958.6, intron 2 of 3)	22455	ENSMUST00000124968.8	ENSMUSG00000021496	ENSMUST00000124968			Pcbd2			protein_coding
chr15-155	chr15	31426302	31426470	+	1	NA	Intergenic	Intergenic	20577	ENSMUST00000091031.6	ENSMUSG00000068964	ENSMUST00000091031			Gm6361			processed_pseudogene
chr3-862	chr3	89944911	89945034	+	1	NA	exon (ENSMUST00000199016.2, exon 1 of 1)	protein_coding-exon (ENSMUST00000199016.2, exon 1 of 1)	1191	ENSMUST00000199016.2	ENSMUSG00000042520	ENSMUST00000196633			Ubap2l			protein_coding
chr6-675	chr6	38340414	38340582	+	1	NA	Intergenic	Intergenic	2339	ENSMUST00000201250.2	ENSMUSG00000106836	ENSMUST00000201250			Gm43578			processed_pseudogene
chr11-198	chr11	116693654	116693822	+	1	NA	TTS (ENSMUST00000021170.9)	protein_coding-TTS (ENSMUST00000021170.9)	25091	ENSMUST00000150015.2	ENSMUSG00000020814	ENSMUST00000150015			Mxra7			protein_coding
chr11-866	chr11	114939205	114939360	+	1	NA	promoter-TSS (ENSMUST00000092459.4)	protein_coding-promoter-TSS (ENSMUST00000092459.4)	-47	ENSMUST00000092459.4	ENSMUSG00000069607	ENSMUST00000092459			Cd300ld3			protein_coding
chr19-404	chr19	5956760	5956928	+	1	NA	intron (ENSMUST00000236970.2, intron 1 of 9)	protein_coding-intron (ENSMUST00000025746.14, intron 1 of 9)	243	ENSMUST00000025746.14	ENSMUSG00000024826	ENSMUST00000137465			Dpf2			protein_coding
chrX-38	chrX	166199397	166199565	+	1	NA	Intergenic	Intergenic	30046	ENSMUST00000119303.2	ENSMUSG00000081216	ENSMUST00000119303			Gm6744			processed_pseudogene
chr3-182	chr3	89456918	89457086	+	1	NA	intron (ENSMUST00000000811.8, intron 1 of 7)	protein_coding-intron (ENSMUST00000000811.8, intron 1 of 7)	29531	ENSMUST00000000811.8	ENSMUSG00000000794	ENSMUST00000124584			Kcnn3			protein_coding
chr5-173	chr5	121761364	121761532	+	1	NA	TTS (ENSMUST00000133775.8)	protein_coding-TTS (ENSMUST00000133775.8)	4368	ENSMUST00000242862.1	ENSMUSG00000120376	ENSMUST00000242862			Gm57307			lncRNA
chr4-261	chr4	57579837	57580005	+	1	NA	intron (ENSMUST00000142556.2, intron 1 of 6)	protein_coding-intron (ENSMUST00000098066.9, intron 1 of 10)	11591	ENSMUST00000126465.8	ENSMUSG00000089945	ENSMUST00000150412			Pakap			protein_coding
chr11-47	chr11	21923708	21923876	+	1	NA	Intergenic	Intergenic	20652	ENSMUST00000120694.3	ENSMUSG00000082874	ENSMUST00000120694			Rpl15-ps1			processed_pseudogene
chr17-117	chr17	3467090	3467252	+	1	NA	intron (ENSMUST00000226905.2, intron 3 of 7)	protein_coding-intron (ENSMUST00000072156.7, intron 3 of 26)	19666	ENSMUST00000226905.2	ENSMUSG00000023800	ENSMUST00000169838			Tiam2			protein_coding
chr19-214	chr19	10473168	10473315	+	1	NA	Intergenic	Intergenic	-12949	ENSMUST00000237522.2	ENSMUSG00000035179	ENSMUST00000038842			Ppp1r32			protein_coding
chr15-869	chr15	58034825	58034979	+	1	NA	Intergenic	Intergenic	18327	ENSMUST00000227615.2	ENSMUSG00000022359	ENSMUST00000226425			Ntaq1			protein_coding
chr15-219	chr15	82140411	82140579	+	1	NA	exon (ENSMUST00000143238.2, exon 1 of 2)	protein_coding-exon (ENSMUST00000143238.2, exon 1 of 2)	271	ENSMUST00000143238.2	ENSMUSG00000068099	ENSMUST00000136948			Smim45			protein_coding
chr11-406	chr11	115587191	115587359	+	1	NA	intron (ENSMUST00000135065.2, intron 2 of 3)	protein_coding-intron (ENSMUST00000021090.14, intron 2 of 5)	2858	ENSMUST00000106499.8	ENSMUSG00000059923	ENSMUST00000106497			Grb2			protein_coding
chr13-418	chr13	16351193	16351361	+	1	NA	Intergenic	Intergenic	37072	ENSMUST00000220687.2	ENSMUSG00000112962	ENSMUST00000220687			Gm31711			processed_pseudogene
chr9-976	chr9	31799989	31799990	+	1	NA	intron (ENSMUST00000116615.5, intron 1 of 3)	protein_coding-intron (ENSMUST00000116615.5, intron 1 of 3)	-17300	ENSMUST00000216981.2	ENSMUSG00000110813	ENSMUST00000216981			Gm31497			lncRNA
chr2-745	chr2	6799740	6799908	+	1	NA	intron (ENSMUST00000183209.8, intron 2 of 13)	protein_coding-intron (ENSMUST00000002176.13, intron 3 of 15)	-72797	ENSMUST00000126742.2	ENSMUSG00000002107	ENSMUST00000183091			Celf2			protein_coding
chr14-612	chr14	76749471	76749639	+	1	NA	Intergenic	Intergenic	3416	ENSMUST00000243334.1	ENSMUSG00000120444	ENSMUST00000243334			4930444M15Rik			lncRNA
chr16-653	chr16	17552848	17553016	+	1	NA	TTS (ENSMUST00000231811.2)	processed_pseudogene-TTS (ENSMUST00000231811.2)	899	ENSMUST00000231811.2	ENSMUSG00000116936	ENSMUST00000231811			Bod1-ps			processed_pseudogene
chr8-676	chr8	47303650	47303818	+	1	NA	Intergenic	Intergenic	-16787	ENSMUST00000209717.2	ENSMUSG00000110414	ENSMUST00000209717			Gm45481			TEC
chr11-572	chr11	52143677	52143845	+	1	NA	TTS (ENSMUST00000109071.3)	protein_coding-TTS (ENSMUST00000109071.3)	16070	ENSMUST00000116595.3	ENSMUSG00000036309	ENSMUST00000116595			Skp1			protein_coding
chr9-254	chr9	107503335	107503503	+	1	NA	intron (ENSMUST00000193835.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000055704.12, intron 1 of 8)	386	ENSMUST00000193394.2	ENSMUSG00000032562	ENSMUST00000055704			Gnai2			protein_coding
chr11-992	chr11	119106269	119106437	+	1	NA	intron (ENSMUST00000207655.2, intron 1 of 11)	protein_coding-intron (ENSMUST00000036113.4, intron 1 of 11)	-4633	ENSMUST00000143291.2	ENSMUSG00000087404	ENSMUST00000143291			Gm11752			lncRNA
chr16-345	chr16	89770755	89770923	+	1	NA	promoter-TSS (ENSMUST00000155915.2)	protein_coding-promoter-TSS (ENSMUST00000155915.2)	-52	ENSMUST00000155915.2	ENSMUSG00000002489	ENSMUST00000151655			Tiam1			protein_coding
chr10-398	chr10	128767495	128767663	+	1	NA	Intergenic	Intergenic	-2066	ENSMUST00000240553.1	ENSMUSG00000025348	ENSMUST00000240553			Itga7			protein_coding
chr7-526	chr7	65947479	65947615	+	1	NA	intron (ENSMUST00000015277.14, intron 12 of 33)	protein_coding-intron (ENSMUST00000015277.14, intron 12 of 33)	-11396	ENSMUST00000207140.2	ENSMUSG00000109119	ENSMUST00000207140			Gm44752			lncRNA
chr15-697	chr15	6343736	6343904	+	1	NA	intron (ENSMUST00000161040.8, intron 1 of 9)	protein_coding-intron (ENSMUST00000078019.13, intron 1 of 13)	-4426	ENSMUST00000161939.2	ENSMUSG00000089771	ENSMUST00000161939			Gm16311			lncRNA
chr6-878	chr6	144616279	144616447	+	1	NA	exon (ENSMUST00000144026.2, exon 2 of 2)	lncRNA-exon (ENSMUST00000144026.2, exon 2 of 2)	2083	ENSMUST00000144026.2	ENSMUSG00000072677	ENSMUST00000144026			Sox5it			lncRNA
chr15-335	chr15	72705668	72705828	+	1	NA	intron (ENSMUST00000170633.9, intron 17 of 17)	protein_coding-intron (ENSMUST00000023276.16, intron 16 of 21)	-23575	ENSMUST00000202826.2	ENSMUSG00000106847	ENSMUST00000202826			Peg13			lncRNA
chr7-581	chr7	83205795	83205957	+	1	NA	Intergenic	Intergenic	-6410	ENSMUST00000207184.2	ENSMUSG00000094841	ENSMUST00000208877			Gm10610			lncRNA
chr17-471	chr17	27357495	27357663	+	1	NA	promoter-TSS (ENSMUST00000235247.2)	lncRNA-promoter-TSS (ENSMUST00000235247.2)	-944	ENSMUST00000235247.2	ENSMUSG00000118010	ENSMUST00000235247			Gm50316			lncRNA
chr4-447	chr4	101059971	101060139	+	1	NA	intron (ENSMUST00000125968.2, intron 1 of 2)	protein_coding-intron (ENSMUST00000102781.10, intron 1 of 24)	7729	ENSMUST00000122052.2	ENSMUSG00000082928	ENSMUST00000122052			Gm12785			processed_pseudogene
chr13-189	chr13	73595291	73595459	+	1	NA	Intergenic	Intergenic	-19941	ENSMUST00000123766.8	ENSMUSG00000021608	ENSMUST00000133791			Lpcat1			protein_coding
chr1-1370	chr1	76090109	76090237	+	1	NA	Intergenic	Intergenic	-2956	ENSMUST00000191607.2	ENSMUSG00000101763	ENSMUST00000191607			Gm29068			processed_pseudogene
chr14-8	chr14	57853892	57854060	+	1	NA	intron (ENSMUST00000174545.9, intron 7 of 22)	protein_coding-intron (ENSMUST00000174152.8, intron 8 of 15)	32138	ENSMUST00000172647.2	ENSMUSG00000021952	ENSMUST00000173172			Xpo4			protein_coding
chr4-369	chr4	87848914	87849082	+	1	NA	intron (ENSMUST00000141526.8, intron 2 of 4)	protein_coding-intron (ENSMUST00000078090.12, intron 2 of 10)	-56219	ENSMUST00000134555.9	ENSMUSG00000028496	ENSMUST00000126353			Mllt3			protein_coding
chr1-573	chr1	43289550	43289718	+	1	NA	exon (ENSMUST00000189899.2, exon 6 of 6)	lncRNA-exon (ENSMUST00000189899.2, exon 6 of 6)	-20209	ENSMUST00000187749.2	ENSMUSG00000099694	ENSMUST00000187749			Gm29610			processed_pseudogene
chr7-31	chr7	15738472	15738640	+	1	NA	intron (ENSMUST00000210781.2, intron 1 of 14)	protein_coding-intron (ENSMUST00000210781.2, intron 1 of 14)	-5136	ENSMUST00000094821.4	ENSMUSG00000070808	ENSMUST00000210713			Bicra			protein_coding
chr14-624	chr14	87452600	87452768	+	1	NA	Intergenic	Intergenic	-15174	ENSMUST00000194560.2	ENSMUSG00000102284	ENSMUST00000194560			Gm37002			TEC
chr5-1256	chr5	119246088	119246256	+	1	NA	promoter-TSS (ENSMUST00000190550.2)	lncRNA-promoter-TSS (ENSMUST00000190550.2)	-127	ENSMUST00000190550.2	ENSMUSG00000100573	ENSMUST00000190550			1700081H04Rik			lncRNA
chr10-881	chr10	127985527	127985695	+	1	NA	intron (ENSMUST00000238843.2, intron 3 of 14)	protein_coding-intron (ENSMUST00000092033.4, intron 2 of 12)	-6013	ENSMUST00000218884.2	ENSMUSG00000040043	ENSMUST00000218884			Rbms2			protein_coding
chr3-117	chr3	94311795	94311915	+	1	NA	TTS (ENSMUST00000050975.6)	protein_coding-TTS (ENSMUST00000050975.6)	-1700	ENSMUST00000198829.2	ENSMUSG00000105391	ENSMUST00000198829			Gm43401			lncRNA
chr1-377	chr1	181907453	181907621	+	1	NA	Intergenic	Intergenic	8569	ENSMUST00000193768.2	ENSMUSG00000103379	ENSMUST00000193768			Gm37177			processed_pseudogene
chr3-318	chr3	49586777	49586945	+	1	NA	TTS (ENSMUST00000193525.2)	processed_pseudogene-TTS (ENSMUST00000193525.2)	557	ENSMUST00000193525.2	ENSMUSG00000104134	ENSMUST00000193525			Gm2328			processed_pseudogene
chr1-178	chr1	86904846	86905014	+	1	NA	intron (ENSMUST00000190618.7, intron 13 of 20)	protein_coding-intron (ENSMUST00000065694.8, intron 12 of 20)	-11062	ENSMUST00000195266.2	ENSMUSG00000102956	ENSMUST00000195266			Gm37017			TEC
chr10-71	chr10	82699691	82699774	+	1	NA	intron (ENSMUST00000219962.3, intron 2 of 14)	protein_coding-intron (ENSMUST00000020484.9, intron 1 of 13)	-2728	ENSMUST00000211623.2	ENSMUSG00000109864	ENSMUST00000211623			Eid3			protein_coding
chr1-1261	chr1	156867473	156867641	+	1	NA	intron (ENSMUST00000190681.2, intron 2 of 2)	lncRNA-intron (ENSMUST00000190681.2, intron 2 of 2)	-3560	ENSMUST00000193527.2	ENSMUSG00000103325	ENSMUST00000193527			Gm10531			TEC
chr7-622	chr7	6317710	6317878	+	1	NA	TTS (ENSMUST00000062765.14)	protein_coding-TTS (ENSMUST00000062765.14)	14468	ENSMUST00000165705.8	ENSMUSG00000030443	ENSMUST00000062765			Zfp583			protein_coding
chr3-969	chr3	57427518	57427686	+	1	NA	intron (ENSMUST00000120977.2, intron 2 of 6)	protein_coding-intron (ENSMUST00000029380.14, intron 2 of 6)	-8051	ENSMUST00000120831.2	ENSMUSG00000083538	ENSMUST00000120831			Gm16016			processed_pseudogene
